"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Gregiorius: Dankzij Amerika, die z'n wapens overal op de wereld rondstrooit, is #ISIS heer en meester!  #Kobane",FALSE,0,NA,2014-10-11 16:11:51,FALSE,NA,"520970040540405760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LoveForHolland",2,TRUE,FALSE,NA,NA
"RT @harryfear: 'No to #ISIS', 'save #Kobane': pro-#Kurdish rally in Westminster, #London. #IS #UK #Turkey http://t.co/1hejCQg09O",FALSE,0,NA,2014-10-11 16:11:48,FALSE,NA,"520970028020400128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","umittini21",211,TRUE,FALSE,NA,NA
"Love the little blurb about Iran &amp; nuke deal at the end... Germany Trying to get Turkey, Iran to Fight #ISIS http://t.co/n3Jzt4R3xW @nytimes",FALSE,0,NA,2014-10-11 16:11:48,FALSE,NA,"520970025960620032",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","maryumalam",0,FALSE,FALSE,NA,NA
"RT @TheJenabi: RIP Iraqi journalist Raad Al-Azzawi who was executed by #ISIS in Tikrit. He's not a western journalist so his name won't rea…",FALSE,0,NA,2014-10-11 16:11:47,FALSE,NA,"520970023439847424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ezharsenal",666,TRUE,FALSE,NA,NA
"RT @rConflictNews: #Iraqi journalist killed by #ISIS today was Raad al-Azzawi, let show him the same respect we give to western journos htt…",FALSE,0,NA,2014-10-11 16:11:45,FALSE,NA,"520970017354309632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","williw01",3287,TRUE,FALSE,NA,NA
"RT @kassamally: Razz Al-Azzawi #Iraq Cameraman slaughtered by #ISIS 

No one cares because he's not a Western Journo. 

http://t.co/t3yRey8…",FALSE,0,NA,2014-10-11 16:11:44,FALSE,NA,"520970011964624896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lal_shah",23,TRUE,FALSE,NA,NA
"RT @Xunavmerdin: English police attacks kurdish people who protest Isis terrorist #Kobane #Kurds #ISIS @jenanmoussa @mutludc @Hevallo http:…",FALSE,0,NA,2014-10-11 16:11:44,FALSE,NA,"520970009389326337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErfanCantepe",14,TRUE,FALSE,NA,NA
"RT @_laura_tweets: #Trafalgarsq right now #ISIS #Kurds #Kobane http://t.co/ZpkKg6ZM0X",FALSE,0,NA,2014-10-11 16:11:42,FALSE,NA,"520970003861233665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ali_k20012",2,TRUE,FALSE,NA,NA
"#ISIS release new footage of #fighting in Kobane as Kurds #battle against jihadists - Oct 11 @ 12:11 PM ET http://t.co/CsWlkGAiba",FALSE,0,NA,2014-10-11 16:11:42,FALSE,NA,"520970003823484928",NA,"<a href=""http://pulpnews.com/twitter/index.php"" rel=""nofollow"">Crime News Updates</a>","PulpNews",0,FALSE,FALSE,NA,NA
"@BintWater
-
!KILL #ISIS! @ibn_shaam @ibn0mar
#Kobani
#ISIL #KillIS #KillIslamicState
#IslamicState
-
http://t.co/f36SdtVlKT",FALSE,0,"BintWater",2014-10-11 16:11:41,FALSE,NA,"520969999746211840","2801362930","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","letsgobigboy",0,FALSE,FALSE,NA,NA
"RT @MurtazaGeoNews: #ISIS Austrian terror brides are now pregnant, says they made a big mistaken want to come home http://t.co/IKDe1ZgI7Q h…",FALSE,0,NA,2014-10-11 16:11:40,FALSE,NA,"520969996365987842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MuneerTanyea",288,TRUE,FALSE,NA,NA
"RT @egypt_speaks: No to #ISIS', 'save #Kobane': pro-#Kurdish rally in Westminster, #London. #IS #UK #Turkey 

#egypt_speaks http://t.co/rDP…",FALSE,0,NA,2014-10-11 16:11:39,FALSE,NA,"520969991412527104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elrebey",17,TRUE,FALSE,NA,NA
"Wanted: New or used korans for toilet paper venture soon to be rolled out. Made in USA. #ISIS #terror",FALSE,0,NA,2014-10-11 16:11:38,FALSE,NA,"520969987797053440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaffyDano",0,FALSE,FALSE,NA,NA
"RT @Gorran_Change: Martyred Iraqi journo Raad al Azaawi beheaded by #ISIS for refusing to peddle their lies #RIP #twitterkurds #Iraq http:/…",FALSE,0,NA,2014-10-11 16:11:35,FALSE,NA,"520969974765322240",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TurkKick",3,TRUE,FALSE,NA,NA
"RT @ShinaBR: #Kobane History will remember the battle for your homeland against #ISIS , the heroism and courage shown against all odds #Twi…",FALSE,0,NA,2014-10-11 16:11:33,FALSE,NA,"520969966578061312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ali_k20012",7,TRUE,FALSE,NA,NA
"RT @MarkDonka: RT @TodGerst: @Victoriaokane The biggest threat to the Taliban / #ISIS is a girl with a book.
http://t.co/9U8qlj7l8O",FALSE,0,NA,2014-10-11 16:11:33,FALSE,NA,"520969966548299776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Victoriaokane",2,TRUE,FALSE,NA,NA
"RT @kurdistannews24: Breaking news: #YPG Kurdish forces killed #ISIS Top commander  Ebu Waleed Al Tunsi just few min ago in #kobane http://…",FALSE,0,NA,2014-10-11 16:11:33,FALSE,NA,"520969963302293504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cathy1112CT",420,TRUE,FALSE,NA,NA
"MT @ForgeRat #ISIS tank destroyed by the heroic #YPG in #Kobane https://t.co/YU5HpFSXcm … See how they cower behind tank(s), turn+run",FALSE,1,NA,2014-10-11 16:11:32,FALSE,NA,"520969960957681664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Groovy_Bob",1,FALSE,FALSE,NA,NA
"@TokCurrie Why #isis still consider themselves religious? http://t.co/9x6mvdan5l",FALSE,0,"TokCurrie",2014-10-11 16:11:31,FALSE,NA,"520969958163877888","2821915958","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IslamRevisited",0,FALSE,FALSE,NA,NA
"This was again proved:Kurds will never give up:we are kobane,kobane is us #ISIS #Kobane #KobaneDireniyor http://t.co/Tc03xdoiuO",FALSE,0,NA,2014-10-11 16:11:30,FALSE,NA,"520969950912339968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferhansterk",1,FALSE,FALSE,"-0.12324241","51.50152994"
"fk #is #isil #isis now i am really pissed! http://t.co/tnj7qS2Bqr operation democratic intelligence operation is back on mrthfkrs! #ODIN",FALSE,0,NA,2014-10-11 16:11:28,FALSE,NA,"520969944620871680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aiwicollective",0,FALSE,FALSE,NA,NA
"We want to liberate our land with our hands, the #FSA is ready as the US' partner to take the fight to #ISIS in #Syria, u cannot do it alone",FALSE,0,NA,2014-10-11 16:11:27,FALSE,NA,"520969938719485952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FSATruth",0,FALSE,FALSE,NA,NA
